"tourney_name","match_id","surface","name","hand","rank","round","ace","df","svpt","1stIn","1stWon","2ndWon","SvGms","bpSaved","bpFaced","winner","diff_ace","diff_df","diff_svpt","diff_1stIn","diff_1stWon","diff_2ndWon","diff_SvGms","diff_bpSaved","diff_bpFaced"
"Miami Masters","2015-403:14","Hard","Andrey Rublev","R",389,"R128",5,6,94,57,38,17,12,8,11,1,-1,6,16,16,9,1,0,1,0
"Miami Masters","2015-403:15","Hard","Jurgen Melzer","L",79,"R128",5,3,70,37,32,17,11,2,3,1,1,1,-2,-3,4,1,1,0,-1
"Miami Masters","2015-403:16","Hard","Teymuraz Gabashvili","R",80,"R128",8,8,81,49,32,12,13,6,12,1,-5,2,-30,-23,-16,-3,-1,-1,0
"Miami Masters","2015-403:17","Hard","Carlos Berlocq","R",68,"R128",3,5,95,60,41,13,13,6,10,1,-3,2,16,8,9,3,-1,2,0
"Miami Masters","2015-403:18","Hard","Albert Ramos","L",67,"R128",3,4,54,33,26,11,8,5,5,1,1,-2,-3,4,11,-3,0,1,-3
"Miami Masters","2015-403:19","Hard","Jack Sock","R",45,"R128",4,3,51,29,25,13,10,2,3,1,3,-1,1,-1,5,4,1,-1,-3
"Miami Masters","2015-403:20","Hard","Dominic Thiem","R",52,"R128",6,4,74,44,33,8,12,2,7,1,6,-2,-11,-5,8,-8,0,-4,-5
"Miami Masters","2015-403:21","Hard","Sam Querrey","R",42,"R128",16,4,55,29,27,15,10,1,1,1,14,3,-9,-20,-4,7,1,-5,-7
"Miami Masters","2015-403:22","Hard","Jarkko Nieminen","L",71,"R128",3,2,49,35,28,5,9,2,4,1,-1,1,-13,-4,6,-4,0,-4,-7
"Miami Masters","2015-403:23","Hard","Robin Haase","R",98,"R128",4,1,52,31,24,13,8,2,2,1,3,0,5,6,11,3,0,2,-2
"Miami Masters","2015-403:24","Hard","Donald Young","L",44,"R128",2,2,14,9,8,2,3,0,1,1,2,1,-9,-3,4,-1,0,-3,-5
"Miami Masters","2015-403:25","Hard","Hyeon Chung","U",121,"R128",3,2,78,48,38,15,13,1,3,1,-7,1,-2,6,12,-5,0,-4,-7
"Miami Masters","2015-403:26","Hard","Austin Krajicek","L",146,"R128",4,2,53,29,24,16,10,0,0,1,0,0,-3,-2,1,4,0,0,-2
"Miami Masters","2015-403:27","Hard","Filip Krajinovic","R",96,"R128",3,1,74,50,33,15,13,3,7,1,-6,-4,-16,-2,-4,-2,0,-1,0
"Miami Masters","2015-403:28","Hard","Tim Smyczek","R",75,"R128",7,4,82,48,37,23,15,3,4,1,3,1,-1,-5,-1,5,1,0,-1
"Miami Masters","2015-403:29","Hard","Juan Monaco","R",46,"R128",1,1,105,80,56,10,17,6,10,1,-4,-1,-4,15,13,-12,0,-4,-6
"Miami Masters","2015-403:30","Hard","Jan Lennard Struff","R",72,"R128",12,8,109,53,39,24,16,6,12,1,5,5,17,-2,3,4,1,4,5
"Miami Masters","2015-403:31","Hard","James Duckworth","R",97,"R128",7,1,81,48,35,18,14,2,4,1,6,-3,10,1,1,7,1,-1,-2
"Miami Masters","2015-403:32","Hard","Nicolas Almagro","R",74,"R128",16,5,113,65,48,27,16,5,6,1,10,1,1,5,3,3,1,-4,-6
"Miami Masters","2015-403:33","Hard","Novak Djokovic","R",1,"R64",4,2,77,53,35,13,13,1,4,1,4,-1,-15,3,9,-4,1,-11,-15
"Miami Masters","2015-403:34","Hard","Steve Darcis","R",84,"R64",4,5,100,54,42,32,16,5,5,1,-3,3,-8,-2,-2,5,1,3,1
"Miami Masters","2015-403:35","Hard","Thomaz Bellucci","L",81,"R64",4,7,103,56,38,23,14,8,11,1,-1,1,1,2,-1,3,0,4,3
"Miami Masters","2015-403:36","Hard","Alexandr Dolgopolov","R",65,"R64",2,4,100,73,51,13,16,3,6,1,-3,0,-22,10,4,-11,-1,-5,-8
"Miami Masters","2015-403:37","Hard","Gilles Simon","R",14,"R64",5,5,100,50,32,30,14,6,9,1,4,3,6,-5,2,11,1,1,-3
"Miami Masters","2015-403:38","Hard","Alejandro Falla","L",133,"R64",1,5,53,28,23,16,9,1,1,1,-3,2,0,-1,-1,6,0,-6,-9
"Miami Masters","2015-403:39","Hard","Lukas Rosol","R",30,"R64",3,1,75,36,29,22,11,2,3,1,0,-1,6,-3,2,6,1,-1,-2
"Miami Masters","2015-403:40","Hard","David Ferrer","R",7,"R64",1,2,39,28,22,7,7,1,1,1,-1,0,-11,-7,6,1,0,-5,-10
"Miami Masters","2015-403:41","Hard","Kei Nishikori","R",5,"R64",3,2,47,23,20,13,7,0,0,1,3,-4,-17,-21,0,4,-1,-11,-16
"Miami Masters","2015-403:42","Hard","Viktor Troicki","R",39,"R64",9,1,92,49,35,24,16,1,4,1,7,-1,-12,-3,3,-6,1,-4,-4
"Miami Masters","2015-403:43","Hard","David Goffin","R",20,"R64",4,4,42,19,18,14,8,0,0,1,4,1,-24,-18,-6,5,0,-9,-13
"Miami Masters","2015-403:44","Hard","Jerzy Janowicz","R",49,"R64",2,4,86,54,36,15,13,6,9,1,0,2,-16,-14,-11,-2,-1,-4,-4
"Miami Masters","2015-403:45","Hard","Grigor Dimitrov","R",11,"R64",4,1,40,23,21,12,8,2,2,1,2,-4,-7,-1,7,4,0,2,-2
"Miami Masters","2015-403:46","Hard","John Isner","R",24,"R64",7,3,46,28,27,13,10,0,0,1,5,1,-6,-3,3,3,1,0,-2
"Miami Masters","2015-403:47","Hard","Jeremy Chardy","R",38,"R64",5,0,54,34,24,9,9,2,4,1,3,-2,-6,1,4,1,1,-1,-4
"Miami Masters","2015-403:48","Hard","Milos Raonic","R",6,"R64",11,3,49,28,25,11,9,0,0,1,8,3,12,3,7,5,1,-1,-4
"Miami Masters","2015-403:49","Hard","Stan Wawrinka","R",8,"R64",5,8,114,44,36,37,16,4,6,1,1,5,2,-24,-8,19,0,-3,-6
"Miami Masters","2015-403:50","Hard","Adrian Mannarino","L",32,"R64",3,1,92,50,36,20,13,10,12,1,1,-2,0,-9,-1,3,-1,5,3
"Miami Masters","2015-403:51","Hard","Jack Sock","R",45,"R64",6,3,63,33,28,21,10,3,3,1,2,-1,-4,-1,3,5,1,-4,-6
"Miami Masters","2015-403:52","Hard","Dominic Thiem","R",52,"R64",11,2,101,58,44,25,16,5,7,1,1,-3,12,16,8,-3,1,1,1
"Miami Masters","2015-403:53","Hard","Kevin Anderson","R",17,"R64",14,10,115,68,48,28,17,2,4,1,-5,9,20,6,-1,9,0,-1,-2
"Miami Masters","2015-403:54","Hard","Leonardo Mayer","R",27,"R64",3,5,67,43,33,15,11,0,1,1,-4,3,-7,-1,1,0,0,-5,-6
"Miami Masters","2015-403:55","Hard","Santiago Giraldo","R",31,"R64",8,2,65,38,32,14,11,2,3,1,5,-1,-17,-7,2,-1,-1,-2,-6
"Miami Masters","2015-403:56","Hard","Andy Murray","R",4,"R64",3,2,49,28,23,14,9,3,4,1,0,-2,-18,-6,1,1,0,0,-3
"Miami Masters","2015-403:57","Hard","Tomas Berdych","R",9,"R64",9,1,47,29,23,13,10,2,4,1,8,-2,-8,-3,2,4,1,1,-1
"Miami Masters","2015-403:58","Hard","Bernard Tomic","R",29,"R64",11,2,70,43,39,14,12,1,2,1,1,-1,-16,-4,6,-10,0,-7,-8
"Miami Masters","2015-403:59","Hard","Gael Monfils","R",19,"R64",4,3,92,52,36,22,14,4,7,1,2,-3,-18,-12,-2,-4,-1,-4,-5
"Miami Masters","2015-403:60","Hard","Jo Wilfried Tsonga","R",13,"R64",11,1,72,37,28,26,14,0,1,1,11,-4,-22,-24,-13,7,0,-3,-4
"Miami Masters","2015-403:61","Hard","Juan Monaco","R",46,"R64",0,1,62,49,33,8,9,0,1,1,-5,-8,3,26,16,-4,0,-5,-8
"Miami Masters","2015-403:62","Hard","Guillermo Garcia Lopez","R",25,"R64",2,2,62,26,17,23,10,4,6,1,-4,-3,0,-10,-8,16,0,3,1
"Miami Masters","2015-403:63","Hard","Fernando Verdasco","L",34,"R64",3,4,76,50,39,13,13,2,3,1,-3,0,-11,5,11,-8,1,-5,-8
"Miami Masters","2015-403:64","Hard","Rafael Nadal","L",3,"R64",0,4,57,37,29,12,9,3,3,1,-5,0,0,6,9,-1,0,2,-1
"Miami Masters","2015-403:65","Hard","Novak Djokovic","R",1,"R32",5,0,52,40,29,8,9,0,1,1,4,0,-35,-9,6,-10,0,-9,-13
"Miami Masters","2015-403:66","Hard","Alexandr Dolgopolov","R",65,"R32",5,2,64,42,34,8,11,1,3,1,-2,-5,-7,2,8,-6,0,1,-1
"Miami Masters","2015-403:67","Hard","Gilles Simon","R",14,"R32",0,1,55,30,25,14,10,0,1,1,-1,-1,0,1,7,3,1,-1,-3
"Miami Masters","2015-403:68","Hard","David Ferrer","R",7,"R32",2,2,62,44,36,11,11,6,7,1,-2,0,-18,0,7,-8,0,-2,-4
"Miami Masters","2015-403:69","Hard","Kei Nishikori","R",5,"R32",5,3,40,22,19,11,8,1,2,1,1,1,-9,-2,5,2,0,0,-4
"Miami Masters","2015-403:70","Hard","David Goffin","R",20,"R32",0,5,56,39,29,7,9,3,5,1,-7,2,-4,5,7,-1,-1,-3,-6
"Miami Masters","2015-403:71","Hard","John Isner","R",24,"R32",15,4,68,50,41,9,10,2,2,1,12,1,11,19,20,-8,0,2,0
"Miami Masters","2015-403:72","Hard","Milos Raonic","R",6,"R32",20,1,106,76,56,19,16,6,8,1,14,-9,8,24,15,-5,1,-1,-2
"Miami Masters","2015-403:73","Hard","Adrian Mannarino","L",32,"R32",2,2,98,59,41,18,12,4,7,1,-1,-5,7,16,11,-5,0,-1,-1
"Miami Masters","2015-403:74","Hard","Dominic Thiem","R",52,"R32",1,2,57,31,25,17,10,1,1,1,-1,-3,-11,-14,-9,10,1,-5,-7
"Miami Masters","2015-403:75","Hard","Kevin Anderson","R",17,"R32",12,3,62,40,33,9,10,1,2,1,10,-1,9,14,13,-3,0,1,-1
"Miami Masters","2015-403:76","Hard","Andy Murray","R",4,"R32",6,3,56,28,24,15,10,0,1,1,6,2,-6,-12,-2,6,1,-2,-4
"Miami Masters","2015-403:77","Hard","Tomas Berdych","R",9,"R32",10,9,124,57,44,33,16,4,7,1,2,8,18,-11,2,13,1,0,-2
"Miami Masters","2015-403:78","Hard","Gael Monfils","R",19,"R32",2,2,75,48,33,17,11,4,5,1,-3,-2,7,11,0,4,0,3,2
"Miami Masters","2015-403:79","Hard","Juan Monaco","R",46,"R32",2,2,66,51,36,7,11,3,5,1,0,-1,-6,11,9,-6,0,-3,-5
"Miami Masters","2015-403:80","Hard","Fernando Verdasco","L",34,"R32",3,3,88,58,41,15,14,9,12,1,1,0,9,3,3,2,1,6,6
"Miami Masters","2015-403:81","Hard","Novak Djokovic","R",1,"R16",10,2,89,54,39,21,15,6,9,1,9,-2,4,7,5,10,0,3,-1
"Miami Masters","2015-403:82","Hard","David Ferrer","R",7,"R16",2,2,53,33,23,8,9,1,4,1,0,-1,-15,4,12,-10,0,-4,-7
"Miami Masters","2015-403:83","Hard","Kei Nishikori","R",5,"R16",5,3,53,27,20,14,8,3,4,1,3,0,6,0,5,8,1,2,-2
"Miami Masters","2015-403:84","Hard","John Isner","R",24,"R16",25,2,115,75,61,27,18,3,3,1,12,-2,-3,3,0,-1,0,2,2
"Miami Masters","2015-403:85","Hard","Dominic Thiem","R",52,"R16",5,6,92,53,40,26,17,0,2,1,1,3,-4,-13,-12,10,0,-1,-1
"Miami Masters","2015-403:86","Hard","Andy Murray","R",4,"R16",2,2,81,49,41,15,14,3,6,1,-9,-2,-2,2,5,-1,0,-4,-5
"Miami Masters","2015-403:87","Hard","Tomas Berdych","R",9,"R16",6,0,42,28,21,10,7,1,1,1,-1,-4,-11,-3,0,2,0,-9,-11
"Miami Masters","2015-403:88","Hard","Juan Monaco","R",46,"R16",4,2,66,48,32,8,9,4,5,1,3,-2,8,13,12,-2,0,-1,-4
"Miami Masters","2015-403:89","Hard","Novak Djokovic","R",1,"QF",2,4,64,35,29,14,12,0,2,1,1,1,-21,-13,1,-4,0,-3,-5
"Miami Masters","2015-403:90","Hard","John Isner","R",24,"QF",13,0,52,36,28,13,10,0,0,1,12,-1,-5,-2,6,2,1,-3,-5
"Miami Masters","2015-403:91","Hard","Andy Murray","R",4,"QF",6,2,65,37,30,17,13,1,3,1,3,-3,-17,-15,-5,4,0,-2,-4
"Miami Masters","2015-403:92","Hard","Tomas Berdych","R",9,"QF",3,4,65,31,25,20,10,3,4,1,3,4,5,-14,-5,14,1,-2,-4
"Miami Masters","2015-403:93","Hard","Novak Djokovic","R",1,"SF",10,1,58,36,29,16,10,0,0,1,1,0,-24,-19,-10,8,0,-2,-4
"Miami Masters","2015-403:94","Hard","Andy Murray","R",4,"SF",3,3,57,40,32,6,10,0,2,1,1,-1,-11,1,9,-7,0,-2,-4
"Miami Masters","2015-403:95","Hard","Novak Djokovic","R",1,"F",4,4,92,57,36,19,14,3,6,1,-4,1,-15,-6,-4,0,0,-10,-12
"Memphis","2015-402:1","Hard","Ryan Harrison","R",165,"R32",5,2,80,50,29,20,12,3,6,1,4,0,-6,1,-8,7,0,-6,-6
"Memphis","2015-402:2","Hard","Austin Krajicek","L",156,"R32",19,1,117,78,56,25,16,4,5,1,10,-4,10,19,8,3,0,-1,-3
"Memphis","2015-402:3","Hard","Ivo Karlovic","R",25,"R32",23,3,71,49,41,13,11,1,1,1,17,-1,-2,5,7,0,1,-4,-5
"Memphis","2015-402:4","Hard","Ivan Dodig","R",86,"R32",12,1,41,22,20,12,8,0,0,1,11,-1,-5,2,6,3,0,-4,-8
"Memphis","2015-402:5","Hard","Jared Donaldson","R",180,"R32",4,3,56,25,19,14,9,2,5,1,4,-1,3,1,7,7,0,0,-4
"Memphis","2015-402:6","Hard","Sam Querrey","R",41,"R32",21,6,79,43,35,20,13,2,3,1,13,2,9,5,7,6,1,-2,-5
"Memphis","2015-402:7","Hard","Donald Young","L",67,"R32",9,5,74,38,30,18,11,2,5,1,5,2,2,-14,-2,9,1,2,1
"Memphis","2015-402:8","Hard","Denis Kudla","R",131,"R32",3,1,56,29,26,17,10,1,1,1,-6,-2,6,0,1,9,1,1,-1
"Memphis","2015-402:9","Hard","Bernard Tomic","R",49,"R32",6,1,93,57,42,15,14,5,8,1,-2,-5,5,11,9,-2,1,-1,-3
"Memphis","2015-402:10","Hard","Steve Johnson","R",42,"R32",15,0,47,30,25,12,9,1,1,1,9,-1,-10,-7,0,3,0,-3,-6
"Memphis","2015-402:11","Hard","Dustin Brown","R",93,"R32",6,6,85,55,41,11,10,6,7,1,2,3,6,8,7,-1,0,-2,-4
"Memphis","2015-402:12","Hard","Samuel Groth","R",70,"R32",10,6,51,23,20,15,10,1,3,1,5,2,-7,-14,-3,6,1,-4,-6
"Memphis","2015-402:13","Hard","Kei Nishikori","R",5,"R16",6,3,86,45,34,19,14,1,3,1,-1,0,-8,-12,-5,1,0,-7,-8
"Memphis","2015-402:14","Hard","Austin Krajicek","L",156,"R16",14,1,99,75,60,13,16,2,3,1,-18,-8,6,19,12,-6,0,-3,-3
"Memphis","2015-402:15","Hard","John Isner","R",18,"R16",22,1,69,53,45,8,11,1,1,1,16,-3,2,5,5,-2,0,-3,-4
"Memphis","2015-402:16","Hard","Sam Querrey","R",41,"R16",6,4,50,32,25,11,8,2,2,1,3,1,-3,6,7,2,-1,1,-3
"Memphis","2015-402:17","Hard","Donald Young","L",67,"R16",4,1,56,26,19,23,11,1,2,1,2,-1,-8,-14,-7,11,1,-1,-3
"Memphis","2015-402:18","Hard","Bernard Tomic","R",49,"R16",9,1,77,54,37,11,10,7,8,1,3,-2,21,26,17,-1,1,2,-1
"Memphis","2015-402:19","Hard","Steve Johnson","R",42,"R16",8,5,116,68,49,26,17,7,11,1,-2,-5,0,1,-3,2,0,-1,-1
"Memphis","2015-402:20","Hard","Kevin Anderson","R",15,"R16",6,3,44,25,24,12,9,0,0,1,-2,-2,-6,-1,5,2,1,-4,-7
"Memphis","2015-402:21","Hard","Kei Nishikori","R",5,"QF",8,8,100,59,45,21,15,8,10,1,-3,4,4,-2,-2,6,1,2,1
"Memphis","2015-402:22","Hard","Sam Querrey","R",41,"QF",13,5,76,42,35,23,12,1,1,1,1,4,7,-9,-6,11,0,1,1
"Memphis","2015-402:23","Hard","Donald Young","L",67,"QF",13,7,101,50,43,28,17,5,8,1,-1,4,-32,-40,-23,9,0,-3,-3
"Memphis","2015-402:24","Hard","Kevin Anderson","R",15,"QF",16,0,51,36,32,10,10,3,3,1,10,-3,-7,2,4,-1,0,1,-1
"Memphis","2015-402:25","Hard","Kei Nishikori","R",5,"SF",5,2,129,72,54,33,18,4,6,1,-22,-7,10,1,-4,8,0,0,1
"Memphis","2015-402:26","Hard","Kevin Anderson","R",15,"SF",13,1,87,56,44,19,15,4,5,1,11,-4,-8,11,14,-11,1,3,2
"Memphis","2015-402:27","Hard","Kei Nishikori","R",5,"F",4,2,61,31,25,18,10,2,3,1,-8,1,11,-6,-3,13,0,1,-1
"Brisbane","2015-339:1","Hard","John Millman","R",153,"R32",6,2,44,24,19,14,8,1,1,1,3,-2,-6,-7,-1,9,0,0,-4
"Brisbane","2015-339:2","Hard","Jarkko Nieminen","L",73,"R32",4,0,92,59,39,17,14,4,7,1,-2,-1,9,9,13,-2,1,1,-1
"Brisbane","2015-339:3","Hard","James Duckworth","R",125,"R32",4,0,45,27,20,11,8,2,3,1,2,-1,-11,-10,-2,6,0,-8,-12
"Brisbane","2015-339:4","Hard","Jeremy Chardy","R",31,"R32",7,1,53,39,31,11,10,0,0,1,-2,-1,-4,1,1,3,0,-1,-3
"Brisbane","2015-339:5","Hard","Martin Klizan","L",34,"R32",9,4,130,79,55,27,16,6,8,1,5,0,35,17,15,8,1,2,0
"Brisbane","2015-339:6","Hard","Alexandr Dolgopolov","R",23,"R32",6,1,49,31,24,12,9,3,4,1,3,-1,-29,-22,-8,4,1,-8,-11
"Brisbane","2015-339:7","Hard","Lukasz Kubot","R",177,"R32",6,5,78,51,35,14,11,3,5,1,-6,2,2,8,5,-3,0,-1,-2
"Brisbane","2015-339:8","Hard","Samuel Groth","R",85,"R32",14,0,47,34,30,8,9,2,2,1,13,-2,2,12,17,-6,1,1,-2
"Brisbane","2015-339:9","Hard","Mikhail Kukushkin","R",69,"R32",3,1,84,56,42,16,15,1,3,1,-14,-1,-5,0,-4,1,0,-2,-3
"Brisbane","2015-339:10","Hard","Thanasi Kokkinakis","R",149,"R32",9,1,52,30,25,14,10,1,2,1,4,-2,0,-3,2,7,1,0,-2
"Brisbane","2015-339:11","Hard","Bernard Tomic","R",53,"R32",5,0,77,46,36,21,12,4,5,1,-15,-3,7,4,1,7,0,0,-1
"Brisbane","2015-339:12","Hard","Steve Johnson","R",37,"R32",14,3,95,58,45,24,16,4,6,1,4,-2,-11,-10,-6,5,0,1,2
"Brisbane","2015-339:13","Hard","Roger Federer","R",2,"R16",8,3,85,50,37,19,14,9,11,1,6,1,-27,-22,-7,-1,-1,0,-2
"Brisbane","2015-339:14","Hard","James Duckworth","R",125,"R16",16,3,114,66,51,24,16,7,9,1,11,3,22,6,6,5,1,3,3
"Brisbane","2015-339:15","Hard","Grigor Dimitrov","R",11,"R16",10,3,107,64,46,23,16,5,7,1,1,-3,-19,-14,-14,3,1,-7,-6
"Brisbane","2015-339:16","Hard","Martin Klizan","L",34,"R16",4,5,116,73,46,18,15,5,10,1,-12,3,13,5,-5,-1,-1,4,6
"Brisbane","2015-339:17","Hard","Samuel Groth","R",85,"R16",21,2,111,80,62,19,17,2,2,1,7,-3,-1,5,4,-3,0,-4,-5
"Brisbane","2015-339:18","Hard","Milos Raonic","R",8,"R16",17,4,48,31,28,12,10,0,0,1,16,3,-6,-1,6,0,1,-2,-4
"Brisbane","2015-339:19","Hard","Bernard Tomic","R",53,"R16",8,1,72,51,38,12,10,0,0,1,1,-2,11,19,15,-2,1,-3,-5
"Brisbane","2015-339:20","Hard","Kei Nishikori","R",5,"R16",7,1,67,45,34,16,11,2,2,1,1,0,6,12,10,-1,0,1,-1
"Brisbane","2015-339:21","Hard","Roger Federer","R",2,"QF",12,2,30,21,19,6,6,0,0,1,12,1,-8,-4,11,2,-1,-2,-8
"Brisbane","2015-339:22","Hard","Grigor Dimitrov","R",11,"QF",7,2,57,34,26,12,10,1,3,1,4,1,4,-3,2,7,1,0,-2
"Brisbane","2015-339:23","Hard","Milos Raonic","R",8,"QF",15,2,96,65,53,19,16,4,5,1,-7,1,-2,-9,-5,2,-1,4,5
"Brisbane","2015-339:24","Hard","Kei Nishikori","R",5,"QF",5,1,38,26,24,8,8,0,0,1,-5,-1,-30,-15,-2,-2,0,-12,-16
"Brisbane","2015-339:25","Hard","Roger Federer","R",2,"SF",1,1,48,33,27,9,8,4,4,1,-3,0,0,3,8,3,0,1,-3
"Brisbane","2015-339:26","Hard","Milos Raonic","R",8,"SF",34,3,122,84,72,22,18,3,3,1,28,0,6,2,3,1,0,0,0
"Brisbane","2015-339:27","Hard","Roger Federer","R",2,"F",21,0,100,64,51,19,16,5,6,1,7,-4,-8,6,7,-8,0,1,-1
"Sydney","2015-338:1","Hard","Juan Martin Del Potro","R",338,"R32",7,0,61,41,37,11,11,0,0,1,0,-3,3,10,14,-6,1,-1,-2
"Sydney","2015-338:2","Hard","Mikhail Kukushkin","R",66,"R32",4,2,66,32,22,22,11,2,4,1,1,2,3,-10,-10,17,1,0,-1
"Sydney","2015-338:3","Hard","Pablo Cuevas","R",29,"R32",12,3,73,42,35,17,11,2,2,1,-1,2,-11,-14,-7,4,0,-2,-3
"Sydney","2015-338:4","Hard","Vasek Pospisil","R",55,"R32",10,1,66,42,35,12,11,2,3,1,5,0,7,8,9,-1,1,-1,-2
"Sydney","2015-338:5","Hard","Jerzy Janowicz","R",42,"R32",14,6,113,77,64,20,16,5,5,1,-3,5,14,11,14,-2,1,3,1
"Sydney","2015-338:6","Hard","Leonardo Mayer","R",28,"R32",6,0,53,34,28,16,10,0,0,1,0,0,-16,-8,-7,7,0,-7,-9
"Sydney","2015-338:7","Hard","Jeremy Chardy","R",31,"R32",6,2,58,44,34,9,10,3,3,1,-4,0,-3,5,3,0,0,-1,-3
"Sydney","2015-338:8","Hard","Gilles Muller","L",45,"R32",12,7,97,68,53,13,15,5,8,1,-10,3,6,1,2,5,0,4,4
"Sydney","2015-338:9","Hard","Bernard Tomic","R",71,"R32",8,0,42,34,29,4,8,0,0,1,6,-2,1,10,15,-2,1,-2,-6
"Sydney","2015-338:10","Hard","Viktor Troicki","R",92,"R32",8,1,42,29,28,8,9,0,0,1,5,-1,-4,-1,9,2,1,-1,-4
"Sydney","2015-338:11","Hard","Pablo Andujar","R",40,"R32",1,0,56,42,27,11,8,9,9,1,-3,-2,-3,3,2,8,0,2,-2
"Sydney","2015-338:12","Hard","Simone Bolelli","R",51,"R32",7,0,45,33,27,9,9,0,0,1,2,-3,0,6,9,0,1,0,-3
"Sydney","2015-338:13","Hard","Juan Martin Del Potro","R",338,"R16",11,1,75,47,38,14,13,4,6,1,2,-3,-6,8,15,-7,0,-1,-4
"Sydney","2015-338:14","Hard","Mikhail Kukushkin","R",66,"R16",7,1,87,51,34,22,12,6,7,1,1,-3,5,3,-1,9,0,1,-1
"Sydney","2015-338:15","Hard","Julien Benneteau","R",27,"R16",5,0,62,42,34,15,11,0,0,1,1,-3,-11,0,4,-1,1,-6,-7
"Sydney","2015-338:16","Hard","Leonardo Mayer","R",28,"R16",13,3,102,59,47,23,15,4,5,1,4,1,14,1,8,4,1,2,1
"Sydney","2015-338:17","Hard","Gilles Muller","L",45,"R16",15,1,98,63,48,18,15,6,8,1,-4,-3,18,12,8,-3,0,1,2
"Sydney","2015-338:18","Hard","Bernard Tomic","R",71,"R16",8,1,57,38,31,12,10,2,2,1,4,1,14,11,10,1,1,0,-2
"Sydney","2015-338:19","Hard","Viktor Troicki","R",92,"R16",13,1,79,46,36,17,14,3,6,1,12,-4,-12,-13,0,1,0,-2,-4
"Sydney","2015-338:20","Hard","Simone Bolelli","R",51,"R16",5,2,56,36,28,12,9,2,2,1,2,-3,7,10,10,3,0,-1,-4
"Sydney","2015-338:21","Hard","Mikhail Kukushkin","R",66,"QF",3,1,78,49,37,23,12,0,0,1,-10,1,6,-3,-6,11,0,0,0
"Sydney","2015-338:22","Hard","Leonardo Mayer","R",28,"QF",12,3,71,49,41,12,11,4,4,1,10,1,9,3,9,2,1,4,3
"Sydney","2015-338:23","Hard","Gilles Muller","L",45,"QF",25,0,83,66,57,11,12,2,2,1,10,-1,-4,0,5,-4,0,-1,-1
"Sydney","2015-338:24","Hard","Viktor Troicki","R",92,"QF",16,0,82,55,47,13,15,1,3,1,14,-3,-36,-28,-6,-6,0,-10,-11
"Sydney","2015-338:25","Hard","Mikhail Kukushkin","R",66,"SF",4,2,75,32,27,23,10,11,11,1,-4,-1,4,-14,-6,12,0,7,5
"Sydney","2015-338:26","Hard","Viktor Troicki","R",92,"SF",13,1,52,33,27,11,9,0,0,1,4,-1,1,4,8,-2,0,-4,-7
"Sydney","2015-338:27","Hard","Viktor Troicki","R",92,"F",13,2,46,31,27,7,9,1,2,1,12,2,-5,2,9,0,1,0,-3
"Bogota","2015-6718:1","Hard","Daniel Elahi Galan Riveros","U",607,"R32",7,3,64,36,32,19,11,0,0,1,3,2,-3,-1,1,5,1,-3,-4
"Bogota","2015-6718:2","Hard","Radek Stepanek","R",369,"R32",9,6,87,53,36,24,14,3,4,1,-3,2,-9,-12,-11,8,0,-8,-9
"Bogota","2015-6718:3","Hard","Samuel Groth","R",64,"R32",26,8,92,59,50,19,17,4,5,1,18,1,-3,-6,-6,7,0,-5,-6
"Bogota","2015-6718:4","Hard","Rajeev Ram","R",86,"R32",11,1,87,60,41,17,14,2,3,1,5,0,12,15,6,-2,0,1,0
"Bogota","2015-6718:5","Hard","Alexander Sarkissian","R",204,"R32",6,0,43,25,23,13,9,0,0,1,4,0,-2,0,2,9,0,0,-3
"Bogota","2015-6718:6","Hard","Malek Jaziri","R",82,"R32",11,2,92,52,40,23,15,2,3,1,8,-7,5,-6,-2,12,0,0,-3
"Bogota","2015-6718:7","Hard","Michael Berrer","L",129,"R32",23,4,96,64,54,17,17,2,3,1,6,-1,-3,7,11,-8,0,-3,-5
"Bogota","2015-6718:8","Hard","Marcelo Demoliner","R",1184,"R32",6,5,59,36,31,13,11,1,2,1,3,-2,-13,-5,3,1,1,-3,-5
"Bogota","2015-6718:9","Hard","Yuichi Sugita","R",152,"R32",10,4,92,56,44,19,14,4,5,1,9,-4,-1,-8,0,4,0,-2,-3
"Bogota","2015-6718:10","Hard","Alejandro Gomez GB42","U",698,"R32",11,14,93,46,36,22,14,6,10,1,7,9,14,9,10,-3,1,6,8
"Bogota","2015-6718:11","Hard","Tatsuma Ito","R",105,"R32",2,2,75,46,33,14,13,2,5,1,-4,-1,-22,-10,-3,-7,0,-5,-5
"Bogota","2015-6718:12","Hard","Adrian Menendez Maceiras","R",116,"R32",5,5,116,63,48,29,16,11,14,1,-1,3,9,1,0,4,0,7,7
"Bogota","2015-6718:13","Hard","Ivo Karlovic","R",23,"R16",28,1,78,55,47,19,14,0,0,1,24,-3,-29,-9,1,-1,0,-4,-8
"Bogota","2015-6718:14","Hard","Radek Stepanek","R",369,"R16",6,1,40,25,21,11,8,0,0,1,-4,-2,-6,0,4,5,0,-1,-5
"Bogota","2015-6718:15","Hard","Adrian Mannarino","L",33,"R16",11,2,54,32,28,16,11,0,0,1,5,-3,-29,-24,-10,5,1,-10,-12
"Bogota","2015-6718:16","Hard","Malek Jaziri","R",82,"R16",8,2,107,46,36,35,15,6,6,1,-1,-3,28,-4,-4,21,1,6,3
