"tourney_name","match_id","surface","name","hand","rank","round","ace","df","svpt","1stIn","1stWon","2ndWon","SvGms","bpSaved","bpFaced","winner","diff_ace","diff_df","diff_svpt","diff_1stIn","diff_1stWon","diff_2ndWon","diff_SvGms","diff_bpSaved","diff_bpFaced"
"Bogota","2015-6718:17","Hard","Michael Berrer","L",129,"R16",8,7,65,40,35,13,11,1,2,1,5,6,-6,-7,3,2,1,-1,-2
"Bogota","2015-6718:18","Hard","Victor Estrella","R",49,"R16",13,4,115,73,50,21,15,11,14,1,8,-1,-16,-4,7,-7,0,-1,-4
"Bogota","2015-6718:19","Hard","Tatsuma Ito","R",105,"R16",4,2,65,35,29,20,13,4,6,1,1,-14,-29,-11,1,1,1,-9,-13
"Bogota","2015-6718:20","Hard","Bernard Tomic","R",29,"R16",18,0,81,57,46,14,15,0,2,1,6,-3,-12,0,9,-4,0,-4,-7
"Bogota","2015-6718:21","Hard","Ivo Karlovic","R",23,"QF",27,4,83,57,52,13,15,0,1,1,20,-3,-3,2,2,-6,-1,-2,-2
"Bogota","2015-6718:22","Hard","Adrian Mannarino","L",33,"QF",4,1,64,45,30,5,11,2,6,1,-1,-2,-18,-4,0,-7,-1,-8,-10
"Bogota","2015-6718:23","Hard","Michael Berrer","L",129,"QF",14,11,85,41,36,24,14,3,4,1,5,7,3,-7,1,4,1,-1,-2
"Bogota","2015-6718:24","Hard","Bernard Tomic","R",29,"QF",9,2,51,32,24,10,9,2,3,1,7,-5,4,9,7,3,1,0,-3
"Bogota","2015-6718:25","Hard","Adrian Mannarino","L",33,"SF",2,2,80,48,41,20,12,2,2,1,-15,-1,9,-5,-5,10,0,2,2
"Bogota","2015-6718:26","Hard","Bernard Tomic","R",29,"SF",23,0,122,91,67,15,17,7,8,1,6,-5,10,21,12,-7,0,1,0
"Bogota","2015-6718:27","Hard","Bernard Tomic","R",29,"F",9,0,76,54,38,11,12,5,7,1,1,-2,9,8,7,4,0,0,-3
"s-Hertogenbosch","2015-440:1","Grass","Tatsuma Ito","R",106,"R32",5,1,79,49,32,21,11,4,5,1,2,-1,9,2,2,9,1,2,1
"s-Hertogenbosch","2015-440:2","Grass","Robin Haase","R",83,"R32",11,0,61,49,32,7,10,6,8,1,9,-4,-9,-6,1,2,0,0,-3
"s-Hertogenbosch","2015-440:3","Grass","Fernando Verdasco","L",42,"R32",7,2,104,67,49,20,16,3,5,1,6,0,-11,-1,6,-5,0,-4,-6
"s-Hertogenbosch","2015-440:4","Grass","Nicolas Mahut","R",97,"R32",4,2,65,38,29,15,10,4,5,1,2,-2,13,8,14,2,1,1,-1
"s-Hertogenbosch","2015-440:5","Grass","Marco Chiudinelli","R",339,"R32",3,1,107,73,48,19,16,4,9,1,-15,-7,-7,3,-5,2,0,-6,-4
"s-Hertogenbosch","2015-440:6","Grass","Adrian Mannarino","L",32,"R32",3,2,68,39,26,15,10,4,6,1,2,0,11,8,7,4,1,3,1
"s-Hertogenbosch","2015-440:7","Grass","Vasek Pospisil","R",52,"R32",3,4,59,36,27,15,9,5,5,1,3,3,16,11,8,9,1,4,1
"s-Hertogenbosch","2015-440:8","Grass","Gilles Muller","L",53,"R32",13,1,43,23,19,17,9,0,0,1,11,-2,-4,-9,-1,13,0,-1,-5
"s-Hertogenbosch","2015-440:9","Grass","Marius Copil","R",196,"R32",12,4,98,55,41,20,14,7,9,1,10,4,24,-2,0,9,1,4,4
"s-Hertogenbosch","2015-440:10","Grass","Joao Sousa","R",44,"R32",2,1,65,40,30,12,11,3,6,1,-3,-1,1,-4,3,3,0,0,-1
"s-Hertogenbosch","2015-440:11","Grass","Illya Marchenko","R",119,"R32",6,2,54,36,27,11,10,1,3,1,4,1,-10,-7,2,0,0,-5,-7
"s-Hertogenbosch","2015-440:12","Grass","Jurgen Melzer","L",109,"R32",2,2,103,58,39,31,16,5,7,1,-1,-4,-3,-6,-4,11,1,-3,-5
"s-Hertogenbosch","2015-440:13","Grass","Ivo Karlovic","R",27,"R16",25,1,69,51,45,12,12,0,0,1,20,0,-7,-7,-5,6,0,0,0
"s-Hertogenbosch","2015-440:14","Grass","Robin Haase","R",83,"R16",3,4,68,42,36,14,11,2,2,1,-7,1,3,5,5,1,1,0,-1
"s-Hertogenbosch","2015-440:15","Grass","Nicolas Mahut","R",97,"R16",5,4,58,34,24,12,9,3,5,1,4,-1,7,3,3,8,0,0,-3
"s-Hertogenbosch","2015-440:16","Grass","Adrian Mannarino","L",32,"R16",7,3,47,29,23,10,8,2,3,1,5,1,-17,-13,1,1,-1,0,-4
"s-Hertogenbosch","2015-440:17","Grass","Gilles Muller","L",53,"R16",14,5,92,53,45,25,16,0,1,1,-1,2,-10,-8,-3,-1,0,-5,-5
"s-Hertogenbosch","2015-440:18","Grass","Marius Copil","R",196,"R16",15,3,71,37,30,23,11,2,2,1,11,0,0,-7,-2,6,0,-1,-2
"s-Hertogenbosch","2015-440:19","Grass","Illya Marchenko","R",119,"R16",6,1,88,51,38,19,11,3,4,1,3,0,23,17,12,3,1,-3,-4
"s-Hertogenbosch","2015-440:20","Grass","David Goffin","R",15,"R16",8,4,68,35,29,19,10,6,7,1,4,0,0,-5,5,5,0,4,2
"s-Hertogenbosch","2015-440:21","Grass","Robin Haase","R",83,"QF",10,0,114,78,57,27,17,8,8,1,-14,-4,20,25,13,-3,0,8,7
"s-Hertogenbosch","2015-440:22","Grass","Nicolas Mahut","R",97,"QF",9,1,44,30,24,7,8,1,2,1,8,-1,-16,-8,5,0,0,-3,-7
"s-Hertogenbosch","2015-440:23","Grass","Gilles Muller","L",53,"QF",9,4,59,37,31,13,10,0,0,1,-1,0,4,9,8,2,1,-2,-4
"s-Hertogenbosch","2015-440:24","Grass","David Goffin","R",15,"QF",16,2,95,56,42,26,15,8,9,1,10,0,-8,-4,-2,6,0,0,-1
"s-Hertogenbosch","2015-440:25","Grass","Nicolas Mahut","R",97,"SF",6,2,90,56,43,22,16,1,2,1,-6,-3,-15,-6,3,-5,1,-5,-6
"s-Hertogenbosch","2015-440:26","Grass","David Goffin","R",15,"SF",9,5,61,33,30,20,11,1,1,1,-2,5,-5,-14,-8,11,0,-1,-2
"s-Hertogenbosch","2015-440:27","Grass","Nicolas Mahut","R",97,"F",2,2,55,39,33,8,9,3,3,1,-2,1,-11,-4,6,-4,-1,-3,-6
"Halle","2015-500:1","Grass","Roger Federer","R",2,"R32",15,2,109,78,63,13,16,3,5,1,11,0,1,9,13,-13,-1,0,1
"Halle","2015-500:2","Grass","Ernests Gulbis","R",86,"R32",9,1,81,50,38,16,11,3,3,1,6,0,6,4,8,-1,0,-1,-2
"Halle","2015-500:3","Grass","Florian Mayer","R",487,"R32",3,1,75,53,35,12,13,3,7,1,-4,-4,-6,5,-1,-3,0,-2,-1
"Halle","2015-500:4","Grass","Steve Johnson","R",53,"R32",12,0,64,47,39,10,11,1,2,1,7,-1,0,-1,5,5,1,0,-1
"Halle","2015-500:5","Grass","Tomas Berdych","R",6,"R32",8,2,61,34,26,19,11,0,1,1,5,-2,-6,-4,3,3,1,-3,-5
"Halle","2015-500:6","Grass","Borna Coric","R",41,"R32",2,1,107,72,51,15,14,10,12,1,-3,-1,17,23,17,-6,0,2,1
"Halle","2015-500:7","Grass","Alexander Zverev","R",81,"R32",3,1,52,34,28,10,10,3,4,1,0,-1,-4,-10,-3,6,0,0,-2
"Halle","2015-500:8","Grass","Ivo Karlovic","R",27,"R32",28,1,89,63,50,17,16,0,0,1,23,-1,-8,-18,-9,10,0,-4,-6
"Halle","2015-500:9","Grass","Tommy Robredo","R",20,"R32",7,3,113,62,44,24,17,4,8,1,4,-4,-4,-4,2,0,0,-6,-7
"Halle","2015-500:10","Grass","Andreas Seppi","R",45,"R32",5,1,66,41,27,16,10,4,5,1,4,-2,-3,-2,1,4,0,-2,-5
"Halle","2015-500:11","Grass","Mikhail Kukushkin","R",59,"R32",7,2,118,65,45,30,15,13,16,1,-2,-4,25,-1,1,23,-1,12,8
"Halle","2015-500:12","Grass","Gael Monfils","R",16,"R32",4,0,55,45,37,6,10,2,2,1,-2,-5,-8,2,8,-3,1,0,-2
"Halle","2015-500:13","Grass","Jerzy Janowicz","R",51,"R32",10,3,66,44,35,11,10,4,4,1,2,-2,11,11,7,4,1,3,1
"Halle","2015-500:14","Grass","Alejandro Falla","L",147,"R32",12,0,76,50,38,14,13,5,7,1,8,-2,0,6,13,-8,0,2,0
"Halle","2015-500:15","Grass","Dustin Brown","R",114,"R32",15,6,57,37,31,11,10,0,0,1,8,1,-4,2,5,1,0,-5,-8
"Halle","2015-500:16","Grass","Kei Nishikori","R",5,"R32",7,2,91,53,36,24,12,9,10,1,-4,2,19,17,7,4,0,6,5
"Halle","2015-500:17","Grass","Roger Federer","R",2,"R16",3,4,60,40,34,11,11,2,2,1,-1,1,4,9,9,-1,1,-1,-3
"Halle","2015-500:18","Grass","Florian Mayer","R",487,"R16",7,0,75,51,39,8,10,8,10,1,1,-4,8,5,5,1,-1,8,6
"Halle","2015-500:19","Grass","Tomas Berdych","R",6,"R16",5,0,42,27,26,10,9,0,0,1,4,0,-12,-11,2,4,1,-3,-6
"Halle","2015-500:20","Grass","Ivo Karlovic","R",27,"R16",21,3,82,56,49,16,15,1,1,1,13,-3,-19,-2,10,-9,0,-3,-6
"Halle","2015-500:21","Grass","Andreas Seppi","R",45,"R16",5,1,105,65,47,21,15,6,8,1,-3,1,7,-2,2,10,1,-1,-4
"Halle","2015-500:22","Grass","Gael Monfils","R",16,"R16",7,1,69,49,39,9,11,3,4,1,3,0,3,17,18,-12,0,0,-1
"Halle","2015-500:23","Grass","Jerzy Janowicz","R",51,"R16",6,4,94,66,48,12,14,7,9,1,0,-1,12,17,17,-3,0,3,0
"Halle","2015-500:24","Grass","Kei Nishikori","R",5,"R16",5,3,52,33,27,10,9,1,1,1,1,0,-14,-12,-1,1,-1,-3,-7
"Halle","2015-500:25","Grass","Roger Federer","R",2,"QF",9,3,57,37,32,10,9,0,0,1,6,3,-3,-4,6,2,0,-4,-7
"Halle","2015-500:26","Grass","Ivo Karlovic","R",27,"QF",45,3,103,73,66,15,17,3,3,1,38,-1,17,12,17,-2,1,2,0
"Halle","2015-500:27","Grass","Andreas Seppi","R",45,"QF",1,0,27,14,10,10,4,4,4,1,-2,0,7,-1,3,10,0,2,-1
"Halle","2015-500:28","Grass","Kei Nishikori","R",5,"QF",8,2,102,68,49,18,16,2,5,1,1,-5,-1,-3,0,7,1,-7,-8
"Halle","2015-500:29","Grass","Roger Federer","R",2,"SF",6,0,78,57,48,13,12,1,1,1,-14,-1,7,9,9,-3,0,1,1
"Halle","2015-500:30","Grass","Andreas Seppi","R",45,"SF",4,0,9,7,7,1,2,0,0,1,4,0,-8,-4,2,-2,-1,-2,-4
"Halle","2015-500:31","Grass","Roger Federer","R",2,"F",14,0,73,53,43,10,11,4,4,1,13,-1,-11,1,9,-8,0,0,-1
"Dubai","2015-495:1","Hard","Novak Djokovic","R",1,"R32",5,2,56,28,22,17,10,2,3,1,3,-4,-6,-4,-4,7,0,1,-1
"Dubai","2015-495:2","Hard","Andrey Golubev","R",107,"R32",2,6,78,48,32,16,11,2,4,1,2,5,19,16,10,4,0,2,0
"Dubai","2015-495:3","Hard","Marsel Ilhan","R",104,"R32",7,2,66,36,31,15,10,0,1,1,1,1,12,4,9,4,1,-4,-6
"Dubai","2015-495:4","Hard","Feliciano Lopez","L",13,"R32",13,7,82,46,35,17,10,8,8,1,6,2,19,14,13,1,0,1,-1
"Dubai","2015-495:5","Hard","Tomas Berdych","R",8,"R32",5,1,62,35,29,15,11,2,4,1,-7,-5,-18,-16,-11,8,0,-1,-2
"Dubai","2015-495:6","Hard","Simone Bolelli","R",52,"R32",3,2,48,30,23,14,9,1,1,1,-1,-1,0,2,4,4,0,0,-3
"Dubai","2015-495:7","Hard","Sergiy Stakhovsky","R",53,"R32",6,2,82,53,41,16,14,6,7,1,4,-5,-16,0,4,-6,1,-1,-3
"Dubai","2015-495:8","Hard","Denis Istomin","R",65,"R32",8,0,62,36,27,14,10,3,5,1,3,-11,-12,-5,0,4,0,-2,-5
"Dubai","2015-495:9","Hard","Marcos Baghdatis","R",62,"R32",4,9,60,28,22,12,10,4,7,1,2,6,3,4,7,-1,0,3,0
"Dubai","2015-495:10","Hard","Borna Coric","R",84,"R32",8,2,89,49,37,23,15,3,5,1,5,-1,4,-2,6,1,0,-1,-3
"Dubai","2015-495:11","Hard","Joao Sousa","R",50,"R32",2,1,59,41,27,10,8,2,3,1,1,-2,16,15,12,6,1,-3,-7
"Dubai","2015-495:12","Hard","Andy Murray","R",3,"R32",9,6,71,45,36,13,11,3,4,1,-2,3,-14,-6,0,0,0,-2,-4
"Dubai","2015-495:13","Hard","Roberto Bautista Agut","R",17,"R32",0,3,46,34,29,7,9,0,0,1,0,1,3,12,13,-3,1,0,-3
"Dubai","2015-495:14","Hard","Richard Gasquet","R",27,"R32",5,2,99,55,41,23,16,1,4,1,-3,-2,3,11,11,-8,0,-3,-5
"Dubai","2015-495:15","Hard","Fernando Verdasco","L",31,"R32",7,3,61,41,32,11,10,4,5,1,5,-1,4,10,16,-2,1,0,-3
"Dubai","2015-495:16","Hard","Roger Federer","R",2,"R32",8,2,49,31,26,9,8,0,0,1,8,-1,4,11,17,-5,0,-3,-7
"Dubai","2015-495:17","Hard","Novak Djokovic","R",1,"R16",1,0,43,28,21,11,8,0,0,1,-1,-1,-6,1,5,4,1,-6,-10
"Dubai","2015-495:18","Hard","Marsel Ilhan","R",104,"R16",8,1,103,64,45,23,15,11,12,1,-8,-5,10,21,13,-8,0,4,3
"Dubai","2015-495:19","Hard","Tomas Berdych","R",8,"R16",12,1,90,52,40,27,15,5,6,1,7,-1,-19,-28,-10,11,0,1,-1
"Dubai","2015-495:20","Hard","Sergiy Stakhovsky","R",53,"R16",8,2,86,51,37,19,14,4,6,1,1,0,2,1,-1,1,-1,-1,-2
"Dubai","2015-495:21","Hard","Borna Coric","R",84,"R16",1,5,110,56,37,21,15,6,12,1,-4,-1,-7,2,0,-5,-1,-1,-1
"Dubai","2015-495:22","Hard","Andy Murray","R",3,"R16",5,2,36,24,20,8,7,0,0,1,4,-1,-14,-2,5,1,0,-4,-9
"Dubai","2015-495:23","Hard","Richard Gasquet","R",27,"R16",4,3,93,55,42,20,15,4,7,1,-7,-1,-21,-22,-9,-1,-1,-5,-5
"Dubai","2015-495:24","Hard","Roger Federer","R",2,"R16",4,0,40,28,24,7,9,0,2,1,-1,-3,-13,0,7,-3,-1,-2,-5
"Dubai","2015-495:25","Hard","Novak Djokovic","R",1,"QF",7,1,42,27,23,8,7,3,3,1,4,0,1,3,8,6,0,1,-4
"Dubai","2015-495:26","Hard","Tomas Berdych","R",8,"QF",9,0,77,43,35,21,14,3,5,1,9,-3,1,-6,2,10,1,-1,-3
"Dubai","2015-495:27","Hard","Borna Coric","R",84,"QF",0,1,37,18,16,16,8,0,0,1,-3,-2,-30,-19,-6,5,0,-4,-8
"Dubai","2015-495:28","Hard","Roger Federer","R",2,"QF",3,0,12,8,8,4,3,0,0,1,3,-2,-13,-8,-1,2,-1,-1,-4
"Dubai","2015-495:29","Hard","Novak Djokovic","R",1,"SF",4,1,85,54,39,14,14,2,5,1,0,1,7,12,14,-3,0,-2,-5
"Dubai","2015-495:30","Hard","Roger Federer","R",2,"SF",3,3,49,32,23,7,8,2,3,1,1,0,9,7,11,4,1,0,-4
"Dubai","2015-495:31","Hard","Roger Federer","R",2,"F",12,1,79,51,41,11,11,7,7,1,11,-1,17,12,14,-1,1,7,5
"US Open","2015-560:1","Hard","Novak Djokovic","R",1,"R128",8,0,52,39,36,8,11,0,0,1,5,-2,-5,8,19,1,1,-3,-10
"US Open","2015-560:2","Hard","Andreas Haider Maurer","R",52,"R128",12,10,120,61,50,35,20,3,4,1,-12,-6,-66,-49,-29,7,-2,-16,-21
"US Open","2015-560:3","Hard","Teymuraz Gabashvili","R",53,"R128",7,5,129,70,46,31,20,11,16,1,-5,-5,-20,-10,-8,5,1,4,1
"US Open","2015-560:4","Hard","Andreas Seppi","R",25,"R128",6,6,83,42,31,22,14,4,7,1,6,4,-5,-11,2,10,0,-1,-6
"US Open","2015-560:5","Hard","Roberto Bautista Agut","R",23,"R128",4,5,104,59,44,32,15,5,5,1,-13,2,1,5,5,9,1,3,0
"US Open","2015-560:6","Hard","Pablo Carreno Busta","R",54,"R128",9,0,113,67,48,31,19,7,9,1,-7,-1,0,-5,-1,11,1,4,1
"US Open","2015-560:7","Hard","Ricardas Berankis","R",78,"R128",8,7,151,75,55,41,23,9,13,1,2,1,-14,-26,-14,12,0,-6,-7
"US Open","2015-560:8","Hard","David Goffin","R",15,"R128",13,2,62,33,29,21,12,3,3,1,6,-4,-16,-15,1,9,-1,0,-6
"US Open","2015-560:9","Hard","Milos Raonic","R",10,"R128",17,6,96,47,39,32,15,6,6,1,11,3,-6,-20,-4,15,1,3,0
"US Open","2015-560:10","Hard","Fernando Verdasco","L",42,"R128",21,7,122,71,57,30,22,4,7,1,20,-2,-6,-10,6,5,0,-1,-6
"US Open","2015-560:11","Hard","Mardy Fish","R",581,"R128",13,6,132,77,64,25,19,8,10,1,6,1,22,10,22,6,1,4,-1
"US Open","2015-560:12","Hard","Feliciano Lopez","L",19,"R128",11,8,80,47,39,17,14,2,4,1,9,2,-4,-10,4,6,0,-5,-9
"US Open","2015-560:13","Hard","Fabio Fognini","R",32,"R128",8,12,133,56,44,32,19,8,14,1,-6,-1,-5,-19,-5,3,-1,3,2
"US Open","2015-560:14","Hard","Pablo Cuevas","R",40,"R128",11,6,118,67,52,21,17,10,12,1,9,-1,12,15,18,-8,0,3,-1
"US Open","2015-560:15","Hard","Diego Sebastian Schwartzman","R",74,"R128",2,1,63,33,28,25,13,2,2,1,-7,-5,-37,-27,-9,10,1,-9,-14
"US Open","2015-560:16","Hard","Rafael Nadal","L",8,"R128",6,4,100,73,62,11,19,0,2,1,-3,1,-2,19,29,-18,1,-2,-5
"US Open","2015-560:17","Hard","Benoit Paire","R",41,"R128",22,5,155,98,76,33,25,7,9,1,18,0,-4,-10,-2,-2,-1,1,1
"US Open","2015-560:18","Hard","Marsel Ilhan","R",84,"R128",13,1,106,65,46,19,15,6,9,1,7,-3,13,20,14,-2,0,3,1
"US Open","2015-560:19","Hard","Samuel Groth","R",55,"R128",15,7,97,50,37,24,15,3,5,1,14,5,15,-2,1,9,1,-1,-3
"US Open","2015-560:20","Hard","Tommy Robredo","R",26,"R128",9,1,60,35,33,19,13,0,0,1,1,-6,-22,-3,3,2,0,-3,-8
"US Open","2015-560:21","Hard","Jo Wilfried Tsonga","R",18,"R128",16,1,70,37,32,21,12,0,0,1,15,-2,-1,6,12,6,1,-3,-9
"US Open","2015-560:22","Hard","Marcel Granollers","R",77,"R128",6,4,79,49,39,16,12,3,3,1,4,1,7,4,13,4,0,0,-6
"US Open","2015-560:23","Hard","Sergiy Stakhovsky","R",60,"R128",16,4,118,74,57,24,19,5,7,1,15,0,-3,-2,5,-1,0,-3,-5
"US Open","2015-560:24","Hard","Illya Marchenko","R",120,"R128",5,3,86,50,35,15,12,6,9,1,2,1,22,13,12,2,0,6,5
"US Open","2015-560:25","Hard","Marin Cilic","R",9,"R128",13,2,93,54,46,26,17,0,1,1,7,-1,-4,-17,-8,12,1,-5,-6
"US Open","2015-560:26","Hard","Evgeny Donskoy","R",139,"R128",13,2,119,72,59,24,19,8,10,1,6,-2,-7,11,17,-7,0,-3,-8
"US Open","2015-560:27","Hard","Mikhail Kukushkin","R",56,"R128",4,0,50,27,24,16,10,0,0,1,-2,-3,-15,-14,-2,7,-1,-2,-7
"US Open","2015-560:28","Hard","Grigor Dimitrov","R",17,"R128",10,0,71,44,37,22,14,1,1,1,9,-7,-12,1,5,7,0,-2,-6
"US Open","2015-560:29","Hard","Jeremy Chardy","R",27,"R128",8,4,105,67,54,25,18,5,6,1,-9,-9,-14,7,7,5,1,1,-5
"US Open","2015-560:30","Hard","Martin Klizan","L",36,"R128",5,6,99,46,37,30,17,3,5,1,-2,1,-37,-28,-10,3,0,-9,-13
"US Open","2015-560:31","Hard","Filip Krajinovic","R",102,"R128",4,5,76,43,34,17,13,4,6,1,0,2,-6,-3,12,1,0,2,-3
"US Open","2015-560:32","Hard","David Ferrer","R",7,"R128",3,2,108,65,42,28,17,7,10,1,2,-4,-17,-19,-10,18,-1,-4,-10
"US Open","2015-560:33","Hard","Stan Wawrinka","R",5,"R128",9,9,122,67,50,27,17,4,7,1,5,8,20,3,12,3,0,-3,-5
"US Open","2015-560:34","Hard","Hyeon Chung","U",69,"R128",10,1,65,45,35,14,12,0,0,1,0,-7,-16,14,16,-6,0,-5,-11
"US Open","2015-560:35","Hard","Ruben Bemelmans","L",107,"R128",13,6,113,62,48,25,19,7,10,1,-7,-2,2,3,5,-5,1,2,2
"US Open","2015-560:36","Hard","Jack Sock","R",28,"R128",2,5,71,42,30,21,13,2,3,1,0,1,0,-6,1,14,1,-2,-7
"US Open","2015-560:37","Hard","Viktor Troicki","R",22,"R128",17,1,98,58,43,22,16,5,7,1,12,-3,5,12,10,0,1,0,-3
"US Open","2015-560:38","Hard","Rajeev Ram","R",88,"R128",9,3,116,67,53,24,15,6,7,1,6,-3,23,17,18,3,1,1,-2
"US Open","2015-560:39","Hard","Aljaz Bedene","R",57,"R128",7,4,60,34,31,10,11,2,4,1,-10,-7,-20,-9,-2,-4,0,-7,-8
"US Open","2015-560:40","Hard","Donald Young","L",68,"R128",3,12,172,93,62,33,24,21,30,1,-8,1,33,15,9,3,0,16,16
"US Open","2015-560:41","Hard","Kevin Anderson","R",14,"R128",32,6,138,85,74,28,23,3,4,1,27,-3,-12,4,17,-10,1,-4,-6
"US Open","2015-560:42","Hard","Austin Krajicek","L",117,"R128",23,3,162,100,79,31,22,8,10,1,11,-1,11,12,13,-6,-1,6,7
"US Open","2015-560:43","Hard","Denis Istomin","R",70,"R128",11,2,119,67,48,33,19,9,12,1,4,-11,-18,-5,-2,5,-1,-1,-6
"US Open","2015-560:44","Hard","Dominic Thiem","R",20,"R128",3,3,97,62,46,23,17,3,4,1,-2,-2,8,11,10,1,1,1,-2
"US Open","2015-560:45","Hard","Thomaz Bellucci","L",30,"R128",6,4,89,46,36,27,14,5,5,1,-2,-1,-5,-3,-1,11,0,-2,-7
"US Open","2015-560:46","Hard","Yoshihito Nishioka","L",128,"R128",9,5,128,81,57,30,23,1,5,1,-9,-3,-25,9,6,-9,1,-10,-13
"US Open","2015-560:47","Hard","Adrian Mannarino","L",35,"R128",9,2,112,60,48,26,15,8,11,1,-1,-1,5,3,14,2,1,3,0
"US Open","2015-560:48","Hard","Andy Murray","R",3,"R128",17,2,125,73,52,28,19,11,14,1,6,-1,16,6,9,10,0,3,-1
"US Open","2015-560:49","Hard","Tomas Berdych","R",6,"R128",13,1,83,45,39,22,14,6,7,1,10,-7,-4,8,15,-1,1,5,1
"US Open","2015-560:50","Hard","Jurgen Melzer","L",132,"R128",3,4,90,55,40,17,14,8,11,1,-4,-1,-3,5,13,-2,0,-4,-9
"US Open","2015-560:51","Hard","Nicolas Mahut","R",64,"R128",13,6,127,79,55,33,18,5,5,1,-5,-2,22,18,4,9,0,4,2
"US Open","2015-560:52","Hard","Guillermo Garcia Lopez","R",31,"R128",18,9,166,89,69,38,24,12,16,1,8,0,12,9,12,2,0,3,1
"US Open","2015-560:53","Hard","Bernard Tomic","R",24,"R128",16,3,138,85,62,28,22,7,12,1,10,-1,2,0,1,9,1,-1,-2
"US Open","2015-560:54","Hard","Lleyton Hewitt","R",355,"R128",3,4,73,32,26,22,10,7,8,1,-1,0,12,1,8,13,0,7,4
"US Open","2015-560:55","Hard","Robin Haase","R",79,"R128",16,7,151,86,65,33,26,6,11,1,-2,-13,-8,-6,-7,7,1,1,0
"US Open","2015-560:56","Hard","Richard Gasquet","R",12,"R128",7,4,110,71,55,19,19,2,5,1,-8,1,-5,6,9,-3,0,-5,-8
"US Open","2015-560:57","Hard","John Isner","R",13,"R128",25,3,69,42,41,15,14,0,0,1,25,-2,-22,11,22,-17,1,-7,-11
"US Open","2015-560:58","Hard","Mikhail Youzhny","R",93,"R128",10,9,113,68,51,24,20,1,5,1,0,3,-16,-1,1,2,0,-4,-6
"US Open","2015-560:59","Hard","Jiri Vesely","L",48,"R128",13,4,75,47,43,15,15,0,1,1,6,3,-2,12,15,-7,0,-1,-4
"US Open","2015-560:60","Hard","Ivo Karlovic","R",21,"R128",21,2,92,62,55,17,17,3,3,1,13,-9,-20,4,14,-11,1,-6,-9
"US Open","2015-560:61","Hard","Philipp Kohlschreiber","R",29,"R128",6,4,149,89,57,37,22,11,14,1,4,-6,10,6,-1,15,0,4,0
"US Open","2015-560:62","Hard","Lukas Rosol","R",87,"R128",7,5,103,49,39,32,15,4,6,1,-4,1,-2,0,6,5,0,0,-3
"US Open","2015-560:63","Hard","Steve Darcis","R",66,"R128",1,6,113,62,46,26,17,5,7,1,-9,-1,3,13,10,-3,1,-2,-6
"US Open","2015-560:64","Hard","Roger Federer","R",2,"R128",11,5,66,43,36,14,12,1,1,1,10,-2,-4,3,15,0,1,-2,-8
"US Open","2015-560:65","Hard","Novak Djokovic","R",1,"R64",5,2,64,42,35,17,13,0,0,1,2,-4,-5,10,16,0,1,-5,-10
"US Open","2015-560:66","Hard","Andreas Seppi","R",25,"R64",21,2,118,61,50,29,19,2,6,1,14,-8,1,-11,0,10,1,-6,-8
"US Open","2015-560:67","Hard","Roberto Bautista Agut","R",23,"R64",9,9,161,96,62,31,22,10,16,1,-8,1,32,39,17,2,0,5,3
"US Open","2015-560:68","Hard","David Goffin","R",15,"R64",22,7,139,67,60,37,23,6,9,1,8,0,-33,-25,-2,-4,0,-17,-20
"US Open","2015-560:69","Hard","Milos Raonic","R",10,"R64",16,7,127,78,63,33,21,4,4,1,1,2,0,-7,1,9,0,0,-3
"US Open","2015-560:70","Hard","Feliciano Lopez","L",19,"R64",22,6,147,84,60,28,23,12,18,1,11,2,24,16,9,4,1,10,11
"US Open","2015-560:71","Hard","Fabio Fognini","R",32,"R64",5,3,85,50,41,20,15,4,5,1,1,-5,-6,-9,4,3,1,-3,-6
"US Open","2015-560:72","Hard","Rafael Nadal","L",8,"R64",8,3,96,65,49,16,16,5,8,1,5,0,-27,-9,6,-6,-1,-1,-4
"US Open","2015-560:73","Hard","Benoit Paire","R",41,"R64",10,3,107,53,44,30,19,4,7,1,4,0,-12,-20,-7,10,1,2,0
"US Open","2015-560:74","Hard","Tommy Robredo","R",26,"R64",5,2,91,48,38,32,16,6,7,1,-2,-4,-14,-16,-7,10,0,-3,-5
"US Open","2015-560:75","Hard","Jo Wilfried Tsonga","R",18,"R64",4,1,75,44,38,18,14,0,0,1,-1,1,-20,-12,2,-1,0,-6,-10
"US Open","2015-560:76","Hard","Sergiy Stakhovsky","R",60,"R64",10,3,144,90,65,28,21,15,19,1,2,-2,17,17,14,2,0,11,10
"US Open","2015-560:77","Hard","Marin Cilic","R",9,"R64",19,4,93,50,38,24,15,4,5,1,16,3,17,2,5,13,1,1,-3
"US Open","2015-560:78","Hard","Mikhail Kukushkin","R",56,"R64",2,4,140,73,54,37,24,6,12,1,-16,-5,-36,-36,-28,13,-1,-2,-2
"US Open","2015-560:79","Hard","Jeremy Chardy","R",27,"R64",13,5,99,68,55,15,17,1,3,1,4,0,4,8,16,-4,0,-1,-3
"US Open","2015-560:80","Hard","David Ferrer","R",7,"R64",1,2,105,68,58,16,18,7,10,1,-4,-3,0,4,9,0,0,4,2
"US Open","2015-560:81","Hard","Stan Wawrinka","R",5,"R64",26,1,134,77,58,35,18,5,7,1,23,-2,7,14,11,-2,0,-1,-1
