"name","location","start_date","end_date","draw","matches","surface","prize","score","round","winner","player","player_rank","opponent","opponent_rank","player1","player2","player3","player4","player5","opponent1","opponent2","opponent3","opponent4","opponent5","TBplayer1","TBplayer2","TBplayer3","TBplayer4","TBplayer5","TBopponent1","TBopponent2","TBopponent3","TBopponent4","TBopponent5"
"Rotterdam","Rotterdam, Netherlands",2015-02-09,2015-02-15,32,31,"Indoor Hard","€1600855","76(5)/16/57","Round of 32",0,"Andrey Kuznetsov",88,"Milos Raonic",6,7,1,5,NA,NA,6,6,7,NA,NA,7,NA,NA,NA,NA,5,NA,NA,NA,NA
"Rotterdam","Rotterdam, Netherlands",2015-02-09,2015-02-15,32,31,"Indoor Hard","€1600855","64/64","2nd Round Qualifying",1,"Andrey Kuznetsov",88,"Tobias Kamke",99,6,6,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rotterdam","Rotterdam, Netherlands",2015-02-09,2015-02-15,32,31,"Indoor Hard","€1600855","62/60","1st Round Qualifying",1,"Andrey Kuznetsov",88,"Guy Den Heijer",NA,6,6,NA,NA,NA,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Australian Open","Melbourne, Australia",2015-01-19,2015-02-01,128,127,"Outdoor Hard","A$17748600","06/16/46","Round of 64",0,"Andrey Kuznetsov",88,"Novak Djokovic",1,0,1,4,NA,NA,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Australian Open","Melbourne, Australia",2015-01-19,2015-02-01,128,127,"Outdoor Hard","A$17748600","61/36/63/76(3)","Round of 128",1,"Andrey Kuznetsov",88,"Albert Ramos-Vinolas",61,6,3,6,7,NA,1,6,3,6,NA,NA,NA,NA,7,NA,NA,NA,NA,3,NA
"Happy Valley","Happy Valley, Australia",2015-01-05,2015-01-11,32,31,"Outdoor Hard","$50000","26/75/16","Quarter-Finals",0,"Andrey Kuznetsov",86,"Andrew Harris",654,2,7,1,NA,NA,6,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Happy Valley","Happy Valley, Australia",2015-01-05,2015-01-11,32,31,"Outdoor Hard","$50000","61/64","Round of 16",1,"Andrey Kuznetsov",86,"Wayne Odesnik",166,6,6,NA,NA,NA,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Happy Valley","Happy Valley, Australia",2015-01-05,2015-01-11,32,31,"Outdoor Hard","$50000","62/64","Round of 32",1,"Andrey Kuznetsov",86,"Jordan Thompson",274,6,6,NA,NA,NA,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ATP World Tour Masters 1000 Paris","Paris, France",2015-11-02,2015-11-08,48,47,"Indoor Hard","€3830295","36/67(6)","Round of 64",0,"Jiri Vesely",39,"Alexandr Dolgopolov",37,3,6,NA,NA,NA,6,7,NA,NA,NA,NA,6,NA,NA,NA,NA,8,NA,NA,NA
"Basel","Basel, Switzerland",2015-10-26,2015-11-01,32,31,"Indoor Hard","€2022300","36/76(2)/46","Round of 32",0,"Jiri Vesely",38,"Richard Gasquet",11,3,7,4,NA,NA,6,6,6,NA,NA,NA,7,NA,NA,NA,NA,2,NA,NA,NA
"Vienna","Vienna, Austria",2015-10-19,2015-10-25,32,31,"Indoor Hard","€2324045","76(4)/36/57","Round of 16",0,"Jiri Vesely",40,"Kevin Anderson",11,7,3,5,NA,NA,6,6,7,NA,NA,7,NA,NA,NA,NA,4,NA,NA,NA,NA
"Vienna","Vienna, Austria",2015-10-19,2015-10-25,32,31,"Indoor Hard","€2324045","64/63","Round of 32",1,"Jiri Vesely",40,"Gerald Melzer",164,6,6,NA,NA,NA,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tokyo","Tokyo, Japan",2015-10-05,2015-10-11,32,31,"Outdoor Hard","$1397250","46/26","Round of 16",0,"Jiri Vesely",40,"Gilles Simon",10,4,2,NA,NA,NA,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tokyo","Tokyo, Japan",2015-10-05,2015-10-11,32,31,"Outdoor Hard","$1397250","64/64","Round of 32",1,"Jiri Vesely",40,"Yasutaka Uchiyama",229,6,6,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Shenzhen","Shenzhen, China",2015-09-28,2015-10-04,28,27,"Outdoor Hard","$668945","36/26","Quarter-Finals",0,"Jiri Vesely",40,"Tomas Berdych",5,3,2,NA,NA,NA,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Shenzhen","Shenzhen, China",2015-09-28,2015-10-04,28,27,"Outdoor Hard","$668945","62/63","Round of 16",1,"Jiri Vesely",40,"Zhizhen Zhang",583,6,6,NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Shenzhen","Shenzhen, China",2015-09-28,2015-10-04,28,27,"Outdoor Hard","$668945","63/62","Round of 32",1,"Jiri Vesely",40,"Ze Zhang",216,6,6,NA,NA,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kaohsiung","Kaohsiung, Chinese Taipei",2015-09-21,2015-09-27,32,31,"Outdoor Hard","$125000","67(2)/06","Semi-Finals",0,"Jiri Vesely",40,"Yuki Bhambri",125,6,0,NA,NA,NA,7,6,NA,NA,NA,2,NA,NA,NA,NA,7,NA,NA,NA,NA
"Kaohsiung","Kaohsiung, Chinese Taipei",2015-09-21,2015-09-27,32,31,"Outdoor Hard","$125000","61/64","Quarter-Finals",1,"Jiri Vesely",40,"Hiroki Moriya",236,6,6,NA,NA,NA,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kaohsiung","Kaohsiung, Chinese Taipei",2015-09-21,2015-09-27,32,31,"Outdoor Hard","$125000","46/63/62","Round of 16",1,"Jiri Vesely",40,"Nicolas Barrientos",237,4,6,6,NA,NA,6,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kaohsiung","Kaohsiung, Chinese Taipei",2015-09-21,2015-09-27,32,31,"Outdoor Hard","$125000","62/60","Round of 32",1,"Jiri Vesely",40,"Chieh-Fu Wang",1046,6,6,NA,NA,NA,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IND vs. CZE WG Play-Off","New Delhi, India, India",2015-09-14,2015-09-20,4,3,"Outdoor Hard",NA,"63/75/62","Round Robin",1,"Jiri Vesely",40,"Yuki Bhambri",125,6,7,6,NA,NA,3,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IND vs. CZE WG Play-Off","New Delhi, India, India",2015-09-14,2015-09-20,4,3,"Outdoor Hard",NA,"67(3)/46/36","Round Robin",0,"Jiri Vesely",40,"Somdev Devvarman",164,6,4,3,NA,NA,7,6,6,NA,NA,3,NA,NA,NA,NA,7,NA,NA,NA,NA
"US Open","New York, NY, U.S.A.",2015-08-31,2015-09-13,128,127,"Outdoor Hard","$19852700","36/46/(RET)","Round of 32",0,"Jiri Vesely",48,"John Isner",13,3,4,NA,NA,NA,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"US Open","New York, NY, U.S.A.",2015-08-31,2015-09-13,128,127,"Outdoor Hard","$19852700","76(3)/36/36/62/76(4)","Round of 64",1,"Jiri Vesely",48,"Ivo Karlovic",21,7,3,3,6,7,6,6,6,2,6,7,NA,NA,NA,7,3,NA,NA,NA,4
"US Open","New York, NY, U.S.A.",2015-08-31,2015-09-13,128,127,"Outdoor Hard","$19852700","64/64/64","Round of 128",1,"Jiri Vesely",48,"Paolo Lorenzi",83,6,6,6,NA,NA,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Winston-Salem","Winston-Salem, NC, U.S.A.",2015-08-24,2015-08-30,48,47,"Outdoor Hard","$695515","16/76(7)/46","Round of 16",0,"Jiri Vesely",47,"Thomaz Bellucci",30,1,7,4,NA,NA,6,6,6,NA,NA,NA,9,NA,NA,NA,NA,7,NA,NA,NA
"Winston-Salem","Winston-Salem, NC, U.S.A.",2015-08-24,2015-08-30,48,47,"Outdoor Hard","$695515","63/64","Round of 32",1,"Jiri Vesely",47,"Martin Klizan",36,6,6,NA,NA,NA,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ATP World Tour Masters 1000 Cincinnati","Cincinnati, OH, U.S.A.",2015-08-17,2015-08-23,56,55,"Outdoor Hard","$4457065","67(5)/26","Round of 64",0,"Jiri Vesely",45,"Thomaz Bellucci",33,6,2,NA,NA,NA,7,6,NA,NA,NA,5,NA,NA,NA,NA,7,NA,NA,NA,NA
"Kitzbühel","Kitzbuhel, Austria",2015-08-03,2015-08-08,28,27,"Outdoor Clay","€494310","76(2)/57/46","Round of 32",0,"Jiri Vesely",44,"Nicolas Almagro",137,7,5,4,NA,NA,6,7,6,NA,NA,7,NA,NA,NA,NA,2,NA,NA,NA,NA
"Hamburg","Hamburg, Germany",2015-07-27,2015-08-02,32,31,"Outdoor Clay","€1407960","46/67(2)","Round of 16",0,"Jiri Vesely",45,"Rafael Nadal",10,4,6,NA,NA,NA,6,7,NA,NA,NA,NA,2,NA,NA,NA,NA,7,NA,NA,NA
"Hamburg","Hamburg, Germany",2015-07-27,2015-08-02,32,31,"Outdoor Clay","€1407960","36/61/60","Round of 32",1,"Jiri Vesely",45,"Andreas Haider-Maurer",58,3,6,6,NA,NA,6,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Umag","Umag, Croatia",2015-07-20,2015-07-26,28,27,"Outdoor Clay","€494310","46/46","Round of 32",0,"Jiri Vesely",44,"Fabio Fognini",32,4,4,NA,NA,NA,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wimbledon","London, Great Britain",2015-06-29,2015-07-12,128,127,"Outdoor Grass","L12568000","26/67(4)/63/36","Round of 64",0,"Jiri Vesely",45,"James Ward",111,2,6,6,3,NA,6,7,3,6,NA,NA,4,NA,NA,NA,NA,7,NA,NA,NA
"Wimbledon","London, Great Britain",2015-06-29,2015-07-12,128,127,"Outdoor Grass","L12568000","76(7)/76(6)/64","Round of 128",1,"Jiri Vesely",45,"Paolo Lorenzi",89,7,7,6,NA,NA,6,6,4,NA,NA,9,8,NA,NA,NA,7,6,NA,NA,NA
"Nottingham","Nottingham, Great Britain",2015-06-22,2015-06-28,48,47,"Outdoor Grass","€644065","67(2)/67(5)","Round of 16",0,"Jiri Vesely",46,"Leonardo Mayer",21,6,6,NA,NA,NA,7,7,NA,NA,NA,2,5,NA,NA,NA,7,7,NA,NA,NA
"Nottingham","Nottingham, Great Britain",2015-06-22,2015-06-28,48,47,"Outdoor Grass","€644065","61/63","Round of 32",1,"Jiri Vesely",46,"Tim Smyczek",72,6,6,NA,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Halle","Halle, Germany",2015-06-15,2015-06-21,32,31,"Outdoor Grass","€1696645","16/76(7)/57","Round of 32",0,"Jiri Vesely",46,"Mikhail Kukushkin",59,1,7,5,NA,NA,6,6,7,NA,NA,NA,9,NA,NA,NA,NA,7,NA,NA,NA
"Prostejov","Prostejov, Czech Republic",2015-06-01,2015-06-07,32,31,"Outdoor Clay","€106500","64/62","Finals",1,"Jiri Vesely",0,"Laslo Djere",NA,6,6,NA,NA,NA,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Prostejov","Prostejov, Czech Republic",2015-06-01,2015-06-07,32,31,"Outdoor Clay","€106500","67(1)/62/62","Semi-Finals",1,"Jiri Vesely",0,"Uladzimir Ignatik",NA,6,6,6,NA,NA,7,2,2,NA,NA,1,NA,NA,NA,NA,7,NA,NA,NA,NA
"Prostejov","Prostejov, Czech Republic",2015-06-01,2015-06-07,32,31,"Outdoor Clay","€106500","64/64","Quarter-Finals",1,"Jiri Vesely",0,"Filip Krajinovic",NA,6,6,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Prostejov","Prostejov, Czech Republic",2015-06-01,2015-06-07,32,31,"Outdoor Clay","€106500","76(6)/75","Round of 16",1,"Jiri Vesely",0,"Axel Michon",NA,7,7,NA,NA,NA,6,5,NA,NA,NA,8,NA,NA,NA,NA,6,NA,NA,NA,NA
"Prostejov","Prostejov, Czech Republic",2015-06-01,2015-06-07,32,31,"Outdoor Clay","€106500","75/63","Round of 32",1,"Jiri Vesely",0,"Marton Fucsovics",NA,7,6,NA,NA,NA,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Roland Garros","Paris, France",2015-05-25,2015-06-07,128,127,"Outdoor Clay","€13008000","63/67(6)/36/75/26","Round of 128",0,"Jiri Vesely",41,"Leonardo Mayer",22,6,6,3,7,2,3,7,6,5,6,NA,6,NA,NA,NA,NA,8,NA,NA,NA
"ATP World Tour Masters 1000 Rome","Rome, Italy",2015-05-11,2015-05-17,56,55,"Outdoor Clay","€3830295","67(3)/57","Round of 32",0,"Jiri Vesely",40,"Kei Nishikori",6,6,5,NA,NA,NA,7,7,NA,NA,NA,3,NA,NA,NA,NA,7,NA,NA,NA,NA
"ATP World Tour Masters 1000 Rome","Rome, Italy",2015-05-11,2015-05-17,56,55,"Outdoor Clay","€3830295","76(4)/26/63","Round of 64",1,"Jiri Vesely",40,"Ernests Gulbis",22,7,2,6,NA,NA,6,6,3,NA,NA,7,NA,NA,NA,NA,4,NA,NA,NA,NA
"ATP World Tour Masters 1000 Madrid","Madrid, Spain",2015-05-04,2015-05-10,56,55,"Outdoor Clay","€5113730","57/16","Round of 64",0,"Jiri Vesely",36,"Marin Cilic",10,5,1,NA,NA,NA,7,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Munich","Munich, Germany",2015-04-27,2015-05-03,28,27,"Outdoor Clay","€494310","16/26","Round of 32",0,"Jiri Vesely",35,"Philipp Kohlschreiber",26,1,2,NA,NA,NA,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bucharest","Bucharest, Romania",2015-04-20,2015-04-26,28,27,"Outdoor Clay","€494310","67(5)/67(11)","Finals",0,"Jiri Vesely",46,"Guillermo Garcia-Lopez",45,6,6,NA,NA,NA,7,7,NA,NA,NA,5,11,NA,NA,NA,7,13,NA,NA,NA
"Bucharest","Bucharest, Romania",2015-04-20,2015-04-26,28,27,"Outdoor Clay","€494310","26/61/64","Semi-Finals",1,"Jiri Vesely",46,"Daniel Gimeno-Traver",68,2,6,6,NA,NA,6,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bucharest","Bucharest, Romania",2015-04-20,2015-04-26,28,27,"Outdoor Clay","€494310","64/64","Quarter-Finals",1,"Jiri Vesely",46,"Ivo Karlovic",22,6,6,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bucharest","Bucharest, Romania",2015-04-20,2015-04-26,28,27,"Outdoor Clay","€494310","63/61","Round of 16",1,"Jiri Vesely",46,"Malek Jaziri",89,6,6,NA,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bucharest","Bucharest, Romania",2015-04-20,2015-04-26,28,27,"Outdoor Clay","€494310","63/76(9)","Round of 32",1,"Jiri Vesely",46,"Diego Schwartzman",61,6,7,NA,NA,NA,3,6,NA,NA,NA,NA,11,NA,NA,NA,NA,9,NA,NA,NA
"ATP World Tour Masters 1000 Monte Carlo","Monte-Carlo, Monaco",2015-04-13,2015-04-19,56,55,"Outdoor Clay","€3624045","46/26","Round of 64",0,"Jiri Vesely",46,"Juan Monaco",42,4,2,NA,NA,NA,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Casablanca","Casablanca, Morocco",2015-04-06,2015-04-12,28,27,"Outdoor Clay","€494310","76(3)/46/46","Semi-Finals",0,"Jiri Vesely",49,"Daniel Gimeno-Traver",95,7,4,4,NA,NA,6,6,6,NA,NA,7,NA,NA,NA,NA,3,NA,NA,NA,NA
"Casablanca","Casablanca, Morocco",2015-04-06,2015-04-12,28,27,"Outdoor Clay","€494310","61/64","Quarter-Finals",1,"Jiri Vesely",49,"Aljaz Bedene",99,6,6,NA,NA,NA,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Casablanca","Casablanca, Morocco",2015-04-06,2015-04-12,28,27,"Outdoor Clay","€494310","76(7)/63","Round of 16",1,"Jiri Vesely",49,"Mikhail Youzhny",61,7,6,NA,NA,NA,6,3,NA,NA,NA,9,NA,NA,NA,NA,7,NA,NA,NA,NA
"ATP World Tour Masters 1000 Miami","Miami, FL, U.S.A.",2015-03-23,2015-04-05,96,95,"Outdoor Hard","$6267755","67(4)/63/57","Round of 128",0,"Jiri Vesely",48,"Federico Delbonis",77,6,6,5,NA,NA,7,3,7,NA,NA,4,NA,NA,NA,NA,7,NA,NA,NA,NA
"ATP World Tour Masters 1000 Indian Wells","Indian Wells, CA, U.S.A.",2015-03-09,2015-03-22,96,95,"Outdoor Hard","$7107445","36/11/(RET)","Round of 128",0,"Jiri Vesely",45,"Marcos Baghdatis",61,3,1,NA,NA,NA,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CZE vs. AUS WG 1st RD","Ostrava, Czech Republic, Czech Republic",2015-03-02,2015-03-08,4,3,"Indoor Hard",NA,"46/36/67(5)","Round Robin",0,"Jiri Vesely",45,"Bernard Tomic",38,4,3,6,NA,NA,6,6,7,NA,NA,NA,NA,5,NA,NA,NA,NA,7,NA,NA
"Buenos Aires","Buenos Aires, Argentina",2015-02-23,2015-03-01,28,27,"Outdoor Clay","$573750","46/36","Round of 32",0,"Jiri Vesely",46,"Blaz Rola",85,4,3,NA,NA,NA,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rio de Janeiro","Rio de Janeiro, Brazil",2015-02-16,2015-02-22,32,31,"Outdoor Clay","$1548755","61/67(7)/16","Round of 32",0,"Jiri Vesely",44,"Fabio Fognini",28,6,6,1,NA,NA,1,7,6,NA,NA,NA,7,NA,NA,NA,NA,9,NA,NA,NA
"Sao Paulo","Sao Paulo, Brazil",2015-02-09,2015-02-15,28,27,"Indoor Clay","$505655","46/63/57","Round of 32",0,"Jiri Vesely",45,"Pablo Cuevas",32,4,6,5,NA,NA,6,3,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Australian Open","Melbourne, Australia",2015-01-19,2015-02-01,128,127,"Outdoor Hard","A$17748600","36/63/26/36","Round of 128",0,"Jiri Vesely",39,"Viktor Troicki",54,3,6,2,3,NA,6,3,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Auckland","Auckland, New Zealand",2015-01-12,2015-01-17,28,27,"Outdoor Hard","$519395","63/62","Finals",1,"Jiri Vesely",63,"Adrian Mannarino",44,6,6,NA,NA,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Auckland","Auckland, New Zealand",2015-01-12,2015-01-17,28,27,"Outdoor Hard","$519395","64/76(4)","Semi-Finals",1,"Jiri Vesely",63,"Kevin Anderson",16,6,7,NA,NA,NA,4,6,NA,NA,NA,NA,7,NA,NA,NA,NA,4,NA,NA,NA
"Auckland","Auckland, New Zealand",2015-01-12,2015-01-17,28,27,"Outdoor Hard","$519395","62/63","Quarter-Finals",1,"Jiri Vesely",63,"Donald Young",56,6,6,NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Auckland","Auckland, New Zealand",2015-01-12,2015-01-17,28,27,"Outdoor Hard","$519395","62/36/61","Round of 16",1,"Jiri Vesely",63,"Ernests Gulbis",13,6,3,6,NA,NA,2,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Auckland","Auckland, New Zealand",2015-01-12,2015-01-17,28,27,"Outdoor Hard","$519395","63/76(4)","Round of 32",1,"Jiri Vesely",63,"Thomaz Bellucci",62,6,7,NA,NA,NA,3,6,NA,NA,NA,NA,7,NA,NA,NA,NA,4,NA,NA,NA
"Auckland","Auckland, New Zealand",2015-01-12,2015-01-17,28,27,"Outdoor Hard","$519395","64/63","3rd Round Qualifying",1,"Jiri Vesely",63,"Lucas Pouille",136,6,6,NA,NA,NA,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Auckland","Auckland, New Zealand",2015-01-12,2015-01-17,28,27,"Outdoor Hard","$519395","63/63","2nd Round Qualifying",1,"Jiri Vesely",63,"Thomas Fabbiano",255,6,6,NA,NA,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chennai","Chennai, India",2015-01-05,2015-01-11,28,27,"Outdoor Hard","$458400","76(3)/46/46","Round of 16",0,"Jiri Vesely",65,"Andreas Haider-Maurer",79,7,4,4,NA,NA,6,6,6,NA,NA,7,NA,NA,NA,NA,3,NA,NA,NA,NA
"Chennai","Chennai, India",2015-01-05,2015-01-11,28,27,"Outdoor Hard","$458400","62/61","Round of 32",1,"Jiri Vesely",65,"N Vijay Sundar Prashanth",557,6,6,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ATP World Tour Masters 1000 Paris","Paris, France",2015-11-02,2015-11-08,48,47,"Indoor Hard","€3830295","36/46","1st Round Qualifying",0,"Robin Haase",65,"Jan-Lennard Struff",104,3,4,NA,NA,NA,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Basel","Basel, Switzerland",2015-10-26,2015-11-01,32,31,"Indoor Hard","€2022300","60/67(5)/57","Round of 32",0,"Robin Haase",56,"Dominic Thiem",19,6,6,5,NA,NA,0,7,7,NA,NA,NA,5,NA,NA,NA,NA,7,NA,NA,NA
"Basel","Basel, Switzerland",2015-10-26,2015-11-01,32,31,"Indoor Hard","€2022300","64/76(4)","2nd Round Qualifying",1,"Robin Haase",56,"Benjamin Becker",108,6,7,NA,NA,NA,4,6,NA,NA,NA,NA,7,NA,NA,NA,NA,4,NA,NA,NA
"Basel","Basel, Switzerland",2015-10-26,2015-11-01,32,31,"Indoor Hard","€2022300","62/64","1st Round Qualifying",1,"Robin Haase",56,"Adrien Bossel",292,6,6,NA,NA,NA,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Moscow","Moscow, Russia",2015-10-19,2015-10-25,28,27,"Indoor Hard","$771525","26/46","Quarter-Finals",0,"Robin Haase",63,"Philipp Kohlschreiber",34,2,4,NA,NA,NA,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Moscow","Moscow, Russia",2015-10-19,2015-10-25,28,27,"Indoor Hard","$771525","62/57/61","Round of 16",1,"Robin Haase",63,"Pablo Cuevas",38,6,5,6,NA,NA,2,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Moscow","Moscow, Russia",2015-10-19,2015-10-25,28,27,"Indoor Hard","$771525","64/75","Round of 32",1,"Robin Haase",63,"Dusan Lajovic",89,6,7,NA,NA,NA,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rennes","Rennes, France",2015-10-12,2015-10-18,32,31,"Indoor Hard","€85000","26/26","Round of 32",0,"Robin Haase",61,"Maxime Teixeira",287,2,2,NA,NA,NA,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Trnava","Trnava, Slovakia",2015-09-21,2015-09-27,32,31,"Outdoor Clay","€42500","64/61","Finals",1,"Robin Haase",69,"Horacio Zeballos",160,6,6,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Trnava","Trnava, Slovakia",2015-09-21,2015-09-27,32,31,"Outdoor Clay","€42500","62/62","Semi-Finals",1,"Robin Haase",69,"Albert Montanes",124,6,6,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Trnava","Trnava, Slovakia",2015-09-21,2015-09-27,32,31,"Outdoor Clay","€42500","46/63/63","Quarter-Finals",1,"Robin Haase",69,"Gerald Melzer",159,4,6,6,NA,NA,6,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Trnava","Trnava, Slovakia",2015-09-21,2015-09-27,32,31,"Outdoor Clay","€42500","63/62","Round of 16",1,"Robin Haase",69,"Michael Linzer",262,6,6,NA,NA,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Trnava","Trnava, Slovakia",2015-09-21,2015-09-27,32,31,"Outdoor Clay","€42500","26/62/76(5)","Round of 32",1,"Robin Haase",69,"Riccardo Bellotti",221,2,6,7,NA,NA,6,2,6,NA,NA,NA,NA,7,NA,NA,NA,NA,5,NA,NA
"Szczecin","Szczecin, Poland",2015-09-14,2015-09-20,32,31,"Outdoor Clay","€106500","36/64/46","Round of 16",0,"Robin Haase",71,"Artem Smirnov",407,3,6,4,NA,NA,6,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Szczecin","Szczecin, Poland",2015-09-14,2015-09-20,32,31,"Outdoor Clay","€106500","61/62","Round of 32",1,"Robin Haase",71,"Kamil Majchrzak",353,6,6,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Genova","Genova, Italy",2015-09-07,2015-09-13,32,31,"Outdoor Clay","€106500","63/16/46","Semi-Finals",0,"Robin Haase",0,"Nicolas Almagro",NA,6,1,4,NA,NA,3,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Genova","Genova, Italy",2015-09-07,2015-09-13,32,31,"Outdoor Clay","€106500","63/76(10)","Quarter-Finals",1,"Robin Haase",0,"Andrey Golubev",NA,6,7,NA,NA,NA,3,6,NA,NA,NA,NA,12,NA,NA,NA,NA,10,NA,NA,NA
"Genova","Genova, Italy",2015-09-07,2015-09-13,32,31,"Outdoor Clay","€106500","76(1)/63","Round of 16",1,"Robin Haase",0,"Sadio Doumbia",NA,7,6,NA,NA,NA,6,3,NA,NA,NA,7,NA,NA,NA,NA,1,NA,NA,NA,NA
"Genova","Genova, Italy",2015-09-07,2015-09-13,32,31,"Outdoor Clay","€106500","62/62","Round of 32",1,"Robin Haase",0,"Matteo Donati",NA,6,6,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"US Open","New York, NY, U.S.A.",2015-08-31,2015-09-13,128,127,"Outdoor Hard","$19852700","64/36/67(4)/46","Round of 64",0,"Robin Haase",79,"Richard Gasquet",12,6,3,6,4,NA,4,6,7,6,NA,NA,NA,4,NA,NA,NA,NA,7,NA,NA
"US Open","New York, NY, U.S.A.",2015-08-31,2015-09-13,128,127,"Outdoor Hard","$19852700","46/46/63/75/64","Round of 128",1,"Robin Haase",79,"Dustin Brown",85,4,4,6,7,6,6,6,3,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
